code,nom,cdc_concerne,fichier_source,ligne_pdf,type,base_code,base_nom,numero_ug,numero_ca,debut_occupation,fin_occupation,tantieme,reliquat
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,764,tantieme,SBA,Base taxe de balayage,065829,056113,15/06/1974,20/03/2024,103.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,765,tantieme,SBA,Base taxe de balayage,065830,443951,14/04/2014,,157.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,766,tantieme,SBA,Base taxe de balayage,065831,056115,01/02/1974,,170.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,767,tantieme,SBA,Base taxe de balayage,065832,405261,22/03/2010,,133.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,768,tantieme,SBA,Base taxe de balayage,065833,465396,18/07/2016,,110.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,769,tantieme,SBA,Base taxe de balayage,065834,056118,15/01/1974,,151.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,770,tantieme,SBA,Base taxe de balayage,065835,056119,15/02/1983,,170.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,771,tantieme,SBA,Base taxe de balayage,065836,056120,15/07/1981,,127.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,772,tantieme,SBA,Base taxe de balayage,065837,056121,15/11/1980,,103.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,773,tantieme,SBA,Base taxe de balayage,065838,056122,01/11/1996,,153.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,774,tantieme,SBA,Base taxe de balayage,065839,490126,08/03/2019,,184.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,775,tantieme,SBA,Base taxe de balayage,065840,468477,26/12/2007,,105.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,776,tantieme,SBA,Base taxe de balayage,145210,000000,01/01/2000,,5.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,784,tantieme,SCH,Base chauffage,065768,528132,11/10/2023,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,785,tantieme,SCH,Base chauffage,065769,245169,15/05/2003,,70.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,786,tantieme,SCH,Base chauffage,065770,056050,01/04/1976,,33.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,787,tantieme,SCH,Base chauffage,065771,459471,24/02/2016,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,788,tantieme,SCH,Base chauffage,065772,309739,17/05/2005,,51.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,789,tantieme,SCH,Base chauffage,065773,434759,27/05/2013,,91.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,790,tantieme,SCH,Base chauffage,065774,056054,01/01/1984,,70.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,791,tantieme,SCH,Base chauffage,065775,487596,05/10/2018,,33.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,792,tantieme,SCH,Base chauffage,065776,482731,09/03/2018,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,793,tantieme,SCH,Base chauffage,065777,489480,02/01/2019,07/06/2024,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,794,tantieme,SCH,Base chauffage,065778,056060,10/05/2000,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,795,tantieme,SCH,Base chauffage,065779,056061,01/01/1987,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,796,tantieme,SCH,Base chauffage,065780,056062,01/11/1979,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,797,tantieme,SCH,Base chauffage,065781,274675,21/05/2004,,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,798,tantieme,SCH,Base chauffage,065782,399987,09/10/2009,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,799,tantieme,SCH,Base chauffage,065783,056065,01/05/1997,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,800,tantieme,SCH,Base chauffage,065784,056066,13/10/1999,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,801,tantieme,SCH,Base chauffage,065785,520791,20/10/2022,,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,802,tantieme,SCH,Base chauffage,065786,056068,15/04/1983,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,803,tantieme,SCH,Base chauffage,065787,523454,06/03/2023,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,804,tantieme,SCH,Base chauffage,065788,469631,25/11/2016,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,805,tantieme,SCH,Base chauffage,065789,056071,01/08/1996,,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,806,tantieme,SCH,Base chauffage,065790,494657,18/07/2019,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,807,tantieme,SCH,Base chauffage,065791,056073,15/01/1974,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,808,tantieme,SCH,Base chauffage,065792,056074,01/03/1997,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,809,tantieme,SCH,Base chauffage,065793,502394,07/08/2020,,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,810,tantieme,SCH,Base chauffage,065794,496880,29/10/2019,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,811,tantieme,SCH,Base chauffage,065795,472260,17/02/2017,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,812,tantieme,SCH,Base chauffage,065796,433758,08/04/2013,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,813,tantieme,SCH,Base chauffage,065797,460566,21/03/2016,,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,814,tantieme,SCH,Base chauffage,065798,427015,06/09/2012,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,815,tantieme,SCH,Base chauffage,065799,239872,30/05/2003,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,816,tantieme,SCH,Base chauffage,065800,056083,01/05/1974,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,817,tantieme,SCH,Base chauffage,065801,164807,07/10/2004,10/10/2024,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,818,tantieme,SCH,Base chauffage,065802,204295,30/07/2002,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,819,tantieme,SCH,Base chauffage,065803,463158,02/05/2016,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,820,tantieme,SCH,Base chauffage,065804,451943,16/03/2015,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,821,tantieme,SCH,Base chauffage,065805,504080,02/11/2020,,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,822,tantieme,SCH,Base chauffage,065806,056088,15/08/1979,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,823,tantieme,SCH,Base chauffage,065807,425900,11/07/2012,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,830,tantieme,SCH,Base chauffage,065808,511036,30/08/2021,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,831,tantieme,SCH,Base chauffage,065809,462243,06/04/2016,,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,832,tantieme,SCH,Base chauffage,065810,409161,09/08/2010,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,833,tantieme,SCH,Base chauffage,065811,212668,01/03/2006,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,834,tantieme,SCH,Base chauffage,065812,152236,23/11/2001,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,835,tantieme,SCH,Base chauffage,065813,056095,01/10/1976,,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,836,tantieme,SCH,Base chauffage,065814,056096,01/01/1998,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,837,tantieme,SCH,Base chauffage,065815,444269,28/05/2014,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,838,tantieme,SCH,Base chauffage,065816,056098,01/03/1984,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,839,tantieme,SCH,Base chauffage,065817,526328,03/07/2023,,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,840,tantieme,SCH,Base chauffage,065818,056100,01/02/1974,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,841,tantieme,SCH,Base chauffage,065819,167624,29/01/2000,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,842,tantieme,SCH,Base chauffage,065820,520455,28/09/2022,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,843,tantieme,SCH,Base chauffage,065821,528891,13/11/2023,,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,844,tantieme,SCH,Base chauffage,065822,056105,15/07/1974,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,845,tantieme,SCH,Base chauffage,065823,056106,15/01/1974,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,846,tantieme,SCH,Base chauffage,065824,513416,02/12/2021,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,847,tantieme,SCH,Base chauffage,065825,525500,07/06/2023,,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,848,tantieme,SCH,Base chauffage,065826,413724,16/02/2011,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,849,tantieme,SCH,Base chauffage,065827,498377,23/12/2019,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,850,tantieme,SCH,Base chauffage,065828,056112,01/04/1998,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,851,tantieme,SCH,Base chauffage,065829,056113,15/06/1974,20/03/2024,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,852,tantieme,SCH,Base chauffage,065830,443951,14/04/2014,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,853,tantieme,SCH,Base chauffage,065831,056115,01/02/1974,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,854,tantieme,SCH,Base chauffage,065832,405261,22/03/2010,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,855,tantieme,SCH,Base chauffage,065833,465396,18/07/2016,,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,856,tantieme,SCH,Base chauffage,065834,056118,15/01/1974,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,857,tantieme,SCH,Base chauffage,065835,056119,15/02/1983,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,858,tantieme,SCH,Base chauffage,065836,056120,15/07/1981,,72.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,859,tantieme,SCH,Base chauffage,065837,056121,15/11/1980,,52.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,860,tantieme,SCH,Base chauffage,065838,056122,01/11/1996,,88.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,861,tantieme,SCH,Base chauffage,065839,490126,08/03/2019,,101.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,862,tantieme,SCH,Base chauffage,065840,468477,26/12/2007,,62.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,863,tantieme,SCH,Base chauffage,145210,000000,01/01/2000,,8.05,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,871,tantieme,SEV,Base de rép. espace vert,065768,528132,11/10/2023,,122.48,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,872,tantieme,SEV,Base de rép. espace vert,065769,245169,15/05/2003,,114.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,873,tantieme,SEV,Base de rép. espace vert,065770,056050,01/04/1976,,68.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,874,tantieme,SEV,Base de rép. espace vert,065771,459471,24/02/2016,,124.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,875,tantieme,SEV,Base de rép. espace vert,065772,309739,17/05/2005,,96.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,876,tantieme,SEV,Base de rép. espace vert,065773,434759,27/05/2013,,146.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,877,tantieme,SEV,Base de rép. espace vert,065774,056054,01/01/1984,,106.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,878,tantieme,SEV,Base de rép. espace vert,065775,487596,05/10/2018,,67.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,879,tantieme,SEV,Base de rép. espace vert,065776,482731,09/03/2018,,133.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,880,tantieme,SEV,Base de rép. espace vert,065777,489480,02/01/2019,07/06/2024,107.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,881,tantieme,SEV,Base de rép. espace vert,065778,056060,10/05/2000,,159.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,882,tantieme,SEV,Base de rép. espace vert,065779,056061,01/01/1987,,168.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,883,tantieme,SEV,Base de rép. espace vert,065780,056062,01/11/1979,,125.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,884,tantieme,SEV,Base de rép. espace vert,065781,274675,21/05/2004,,107.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,885,tantieme,SEV,Base de rép. espace vert,065782,399987,09/10/2009,,154.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,886,tantieme,SEV,Base de rép. espace vert,065783,056065,01/05/1997,,174.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,887,tantieme,SEV,Base de rép. espace vert,065784,056066,13/10/1999,,129.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,888,tantieme,SEV,Base de rép. espace vert,065785,520791,20/10/2022,,108.10,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,889,tantieme,SEV,Base de rép. espace vert,065786,056068,15/04/1983,,149.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,890,tantieme,SEV,Base de rép. espace vert,065787,523454,06/03/2023,,178.36,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,891,tantieme,SEV,Base de rép. espace vert,065788,469631,25/11/2016,,132.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,892,tantieme,SEV,Base de rép. espace vert,065789,056071,01/08/1996,,83.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,893,tantieme,SEV,Base de rép. espace vert,065790,494657,18/07/2019,,158.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,894,tantieme,SEV,Base de rép. espace vert,065791,056073,15/01/1974,,168.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,895,tantieme,SEV,Base de rép. espace vert,065792,056074,01/03/1997,,129.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,896,tantieme,SEV,Base de rép. espace vert,065793,502394,07/08/2020,,105.10,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,897,tantieme,SEV,Base de rép. espace vert,065794,496880,29/10/2019,,158.94,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,898,tantieme,SEV,Base de rép. espace vert,065795,472260,17/02/2017,,178.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,899,tantieme,SEV,Base de rép. espace vert,065796,433758,08/04/2013,,129.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,900,tantieme,SEV,Base de rép. espace vert,065797,460566,21/03/2016,,109.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,901,tantieme,SEV,Base de rép. espace vert,065798,427015,06/09/2012,,159.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,902,tantieme,SEV,Base de rép. espace vert,065799,239872,30/05/2003,,177.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,903,tantieme,SEV,Base de rép. espace vert,065800,056083,01/05/1974,,125.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,904,tantieme,SEV,Base de rép. espace vert,065801,164807,07/10/2004,10/10/2024,109.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,905,tantieme,SEV,Base de rép. espace vert,065802,204295,30/07/2002,,158.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,906,tantieme,SEV,Base de rép. espace vert,065803,463158,02/05/2016,,182.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,907,tantieme,SEV,Base de rép. espace vert,065804,451943,16/03/2015,,129.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,908,tantieme,SEV,Base de rép. espace vert,065805,504080,02/11/2020,,108.60,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,909,tantieme,SEV,Base de rép. espace vert,065806,056088,15/08/1979,,149.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,910,tantieme,SEV,Base de rép. espace vert,065807,425900,11/07/2012,,174.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,917,tantieme,SEV,Base de rép. espace vert,065808,511036,30/08/2021,,135.81,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,918,tantieme,SEV,Base de rép. espace vert,065809,462243,06/04/2016,,110.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,919,tantieme,SEV,Base de rép. espace vert,065810,409161,09/08/2010,,157.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,920,tantieme,SEV,Base de rép. espace vert,065811,212668,01/03/2006,,177.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,921,tantieme,SEV,Base de rép. espace vert,065812,152236,23/11/2001,,130.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,922,tantieme,SEV,Base de rép. espace vert,065813,056095,01/10/1976,,103.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,923,tantieme,SEV,Base de rép. espace vert,065814,056096,01/01/1998,,153.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,924,tantieme,SEV,Base de rép. espace vert,065815,444269,28/05/2014,,177.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,925,tantieme,SEV,Base de rép. espace vert,065816,056098,01/03/1984,,127.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,926,tantieme,SEV,Base de rép. espace vert,065817,526328,03/07/2023,,109.85,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,927,tantieme,SEV,Base de rép. espace vert,065818,056100,01/02/1974,,151.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,928,tantieme,SEV,Base de rép. espace vert,065819,167624,29/01/2000,,178.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,929,tantieme,SEV,Base de rép. espace vert,065820,520455,28/09/2022,,133.21,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,930,tantieme,SEV,Base de rép. espace vert,065821,528891,13/11/2023,,108.35,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,931,tantieme,SEV,Base de rép. espace vert,065822,056105,15/07/1974,,151.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,932,tantieme,SEV,Base de rép. espace vert,065823,056106,15/01/1974,,170.00,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,933,tantieme,SEV,Base de rép. espace vert,065824,513416,02/12/2021,,135.81,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,934,tantieme,SEV,Base de rép. espace vert,065825,525500,07/06/2023,,109.85,0.00
,,,REG114 - TANTIÈMES DC PAR CAUG PRÉSENTS AU 01 JANVIER - 113RU.pdf,935,tantieme,SEV,Base de rép. espace vert,065826,413724,16/02/2011,,155.00,0.00
